DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.335571	33	5	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.335804	33	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.336054	33	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.336071	33	6	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.336304	33	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.336339	33	6	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.336554	33	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.336607	33	6	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.336804	33	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.336839	33	6	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.337054	33	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.337071	33	7	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.337304	33	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.337554	33	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.337571	33	7	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.337804	33	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.337839	33	7	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.338054	33	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.338107	33	8	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.338304	33	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.338339	33	8	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.338554	33	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.338571	33	8	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.338804	33	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.339054	33	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.339071	33	9	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.339304	33	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.339339	33	9	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.339554	33	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.339607	33	9	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.339804	33	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.339839	33	9	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.340054	34	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.340071	34	0	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.340304	34	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.340554	34	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.340571	34	0	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.340804	34	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.340839	34	0	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.341054	34	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.341107	34	1	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.341304	34	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.341339	34	1	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.341554	34	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.341571	34	1	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.341804	34	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.342054	34	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.342071	34	2	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.342304	34	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.342339	34	2	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.342554	34	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.342607	34	2	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.342804	34	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.342839	34	2	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.343054	34	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.343071	34	3	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.343304	34	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.343554	34	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.343571	34	3	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.343804	34	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.343839	34	3	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.344054	34	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.344107	34	4	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.344304	34	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.344339	34	4	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.344554	34	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.344571	34	4	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.344804	34	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.345054	34	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.345071	34	5	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.345304	34	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.345339	34	5	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.345554	34	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.345607	34	5	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.345804	34	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.345839	34	5	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.346054	34	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.346071	34	6	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.346304	34	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.346554	34	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.346571	34	6	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.346804	34	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.346839	34	6	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.347054	34	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.347107	34	7	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.347304	34	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.347339	34	7	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.347554	34	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.347571	34	7	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.347804	34	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.348054	34	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.348071	34	8	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.348304	34	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.348339	34	8	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.348554	34	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.348607	34	8	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.348804	34	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.348839	34	8	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.349054	34	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.349071	34	9	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.349304	34	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.349554	34	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.349571	34	9	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.349804	34	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.349839	34	9	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.350054	35	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.350107	35	0	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.350304	35	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.350339	35	0	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.350554	35	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.350571	35	0	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.350804	35	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.351054	35	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.351071	35	1	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.351304	35	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.351339	35	1	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.351554	35	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.351607	35	1	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.351804	35	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.351839	35	1	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.352054	35	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.352071	35	2	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.352304	35	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.352554	35	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.352571	35	2	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.352804	35	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.352839	35	2	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.353054	35	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.353107	35	3	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.353304	35	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.353339	35	3	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.353554	35	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.353571	35	3	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.353804	35	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.354054	35	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.354071	35	4	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.354304	35	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.354339	35	4	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.354554	35	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.354607	35	4	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.354804	35	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.354839	35	4	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.355054	35	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.355071	35	5	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.355304	35	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.355554	35	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.355571	35	5	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.355804	35	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.355839	35	5	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.356054	35	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.356107	35	6	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.356304	35	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.356339	35	6	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.356554	35	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.356571	35	6	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.356804	35	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.357054	35	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.357071	35	7	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.357304	35	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.357339	35	7	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.357554	35	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.357607	35	7	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.357804	35	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.357839	35	7	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.358054	35	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.358071	35	8	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.358304	35	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.358554	35	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.358571	35	8	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.358804	35	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.358839	35	8	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.359054	35	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.359107	35	9	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.359304	35	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.359339	35	9	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.359554	35	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.359571	35	9	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.359804	35	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.360054	36	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.360071	36	0	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.360304	36	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.360339	36	0	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.360554	36	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.360607	36	0	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.360804	36	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.360839	36	0	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.361054	36	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.361071	36	1	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.361304	36	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.361554	36	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.361571	36	1	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.361804	36	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.361839	36	1	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.362054	36	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.362107	36	2	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.362304	36	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.362339	36	2	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.362554	36	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.362571	36	2	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.362804	36	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.363054	36	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.363071	36	3	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.363304	36	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.363339	36	3	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.363554	36	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.363607	36	3	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.363804	36	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.363839	36	3	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.364054	36	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.364071	36	4	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.364304	36	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.364554	36	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.364571	36	4	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.364804	36	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.364839	36	4	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.365054	36	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.365107	36	5	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.365304	36	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.365339	36	5	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.365554	36	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.365571	36	5	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.365804	36	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.366054	36	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.366071	36	6	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.366304	36	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.366339	36	6	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.366554	36	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.366607	36	6	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.366804	36	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.366839	36	6	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.367054	36	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.367071	36	7	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.367304	36	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.367554	36	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.367571	36	7	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.367804	36	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.367839	36	7	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.368054	36	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.368107	36	8	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.368304	36	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.368339	36	8	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.368554	36	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.368571	36	8	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.368804	36	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.369054	36	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.369071	36	9	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.369304	36	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.369339	36	9	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.369554	36	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.369607	36	9	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.369804	36	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.369839	36	9	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.370054	37	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.370071	37	0	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.370304	37	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.370554	37	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.370571	37	0	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.370804	37	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.370839	37	0	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.371054	37	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.371107	37	1	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.371304	37	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.371339	37	1	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.371554	37	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.371571	37	1	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.371804	37	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.372054	37	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.372071	37	2	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.372304	37	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.372339	37	2	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.372554	37	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.372607	37	2	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.372804	37	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.372839	37	2	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.373054	37	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.373071	37	3	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.373304	37	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.373554	37	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.373571	37	3	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.373804	37	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.373839	37	3	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.374054	37	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.374107	37	4	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.374304	37	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.374339	37	4	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.374554	37	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.374571	37	4	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.374804	37	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.375054	37	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.375071	37	5	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.375304	37	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.375339	37	5	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.375554	37	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.375607	37	5	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.375804	37	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.375839	37	5	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.376054	37	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.376071	37	6	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.376304	37	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.376554	37	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.376571	37	6	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.376804	37	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.376839	37	6	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.377054	37	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.377107	37	7	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.377304	37	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.377339	37	7	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.377554	37	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.377571	37	7	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.377804	37	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.378054	37	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.378071	37	8	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.378304	37	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.378339	37	8	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.378554	37	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.378607	37	8	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.378804	37	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.378839	37	8	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.379054	37	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.379071	37	9	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.379304	37	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.379554	37	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.379571	37	9	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.379804	37	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.379839	37	9	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.380054	38	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.380107	38	0	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.380304	38	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.380339	38	0	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.380554	38	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.380571	38	0	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.380804	38	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.381054	38	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.381071	38	1	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.381304	38	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.381339	38	1	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.381554	38	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.381607	38	1	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.381804	38	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.381839	38	1	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.382054	38	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.382071	38	2	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.382304	38	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	0.382554	38	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.382571	38	2	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	0.382804	38	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.382839	38	2	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.383054	38	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.383107	38	3	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	0.383304	38	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.383339	38	3	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	0.383554	38	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	0.383571	38	3	2	3	1	1	1	0	2104	28	0	256.54 	0	0
