DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	1.2618	126	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26184	126	1	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.26205	126	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26211	126	2	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2623	126	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26234	126	2	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.26255	126	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26257	126	2	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2628	126	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.26305	126	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26307	126	3	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2633	126	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26334	126	3	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.26355	126	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26361	126	3	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2638	126	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26384	126	3	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.26405	126	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26407	126	4	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2643	126	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.26455	126	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26457	126	4	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2648	126	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26484	126	4	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.26505	126	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26511	126	5	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2653	126	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26534	126	5	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.26555	126	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26557	126	5	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2658	126	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.26605	126	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26607	126	6	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2663	126	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26634	126	6	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.26655	126	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26661	126	6	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2668	126	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26684	126	6	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.26705	126	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26707	126	7	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2673	126	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.26755	126	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26757	126	7	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2678	126	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26784	126	7	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.26805	126	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26811	126	8	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2683	126	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26834	126	8	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.26855	126	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26857	126	8	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2688	126	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.26905	126	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26907	126	9	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2693	126	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26934	126	9	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.26955	126	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26961	126	9	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2698	126	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.26984	126	9	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27005	127	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27007	127	0	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2703	127	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.27055	127	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27057	127	0	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2708	127	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27084	127	0	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27105	127	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27111	127	1	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2713	127	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27134	127	1	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27155	127	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27157	127	1	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2718	127	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.27205	127	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27207	127	2	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2723	127	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27234	127	2	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27255	127	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27261	127	2	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2728	127	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27284	127	2	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27305	127	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27307	127	3	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2733	127	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.27355	127	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27357	127	3	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2738	127	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27384	127	3	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27405	127	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27411	127	4	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2743	127	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27434	127	4	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27455	127	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27457	127	4	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2748	127	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.27505	127	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27507	127	5	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2753	127	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27534	127	5	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27555	127	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27561	127	5	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2758	127	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27584	127	5	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27605	127	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27607	127	6	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2763	127	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.27655	127	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27657	127	6	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2768	127	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27684	127	6	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27705	127	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27711	127	7	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2773	127	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27734	127	7	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27755	127	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27757	127	7	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2778	127	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.27805	127	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27807	127	8	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2783	127	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27834	127	8	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27855	127	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27861	127	8	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2788	127	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27884	127	8	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.27905	127	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27907	127	9	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2793	127	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.27955	127	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27957	127	9	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2798	127	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.27984	127	9	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28005	128	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28011	128	0	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2803	128	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28034	128	0	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28055	128	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28057	128	0	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2808	128	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.28105	128	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28107	128	1	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2813	128	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28134	128	1	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28155	128	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28161	128	1	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2818	128	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28184	128	1	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28205	128	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28207	128	2	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2823	128	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.28255	128	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28257	128	2	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2828	128	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28284	128	2	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28305	128	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28311	128	3	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2833	128	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28334	128	3	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28355	128	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28357	128	3	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2838	128	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.28405	128	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28407	128	4	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2843	128	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28434	128	4	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28455	128	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28461	128	4	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2848	128	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28484	128	4	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28505	128	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28507	128	5	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2853	128	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.28555	128	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28557	128	5	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2858	128	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28584	128	5	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28605	128	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28611	128	6	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2863	128	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28634	128	6	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28655	128	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28657	128	6	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2868	128	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.28705	128	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28707	128	7	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2873	128	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28734	128	7	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28755	128	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28761	128	7	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2878	128	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28784	128	7	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28805	128	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28807	128	8	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2883	128	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.28855	128	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28857	128	8	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2888	128	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28884	128	8	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28905	128	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28911	128	9	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2893	128	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28934	128	9	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.28955	128	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.28957	128	9	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2898	128	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.29005	129	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29007	129	0	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2903	129	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29034	129	0	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29055	129	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29061	129	0	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2908	129	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29084	129	0	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29105	129	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29107	129	1	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2913	129	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.29155	129	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29157	129	1	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2918	129	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29184	129	1	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29205	129	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29211	129	2	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2923	129	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29234	129	2	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29255	129	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29257	129	2	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2928	129	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.29305	129	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29307	129	3	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2933	129	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29334	129	3	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29355	129	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29361	129	3	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2938	129	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29384	129	3	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29405	129	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29407	129	4	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2943	129	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.29455	129	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29457	129	4	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2948	129	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29484	129	4	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29505	129	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29511	129	5	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2953	129	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29534	129	5	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29555	129	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29557	129	5	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2958	129	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.29605	129	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29607	129	6	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2963	129	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29634	129	6	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29655	129	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29661	129	6	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2968	129	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29684	129	6	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29705	129	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29707	129	7	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2973	129	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.29755	129	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29757	129	7	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2978	129	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29784	129	7	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29805	129	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29811	129	8	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2983	129	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29834	129	8	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29855	129	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29857	129	8	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2988	129	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.29905	129	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29907	129	9	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.2993	129	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29934	129	9	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.29955	129	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29961	129	9	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.2998	129	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.29984	129	9	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30005	130	0	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30007	130	0	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3003	130	0	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.30055	130	0	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30057	130	0	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3008	130	0	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30084	130	0	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30105	130	1	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30111	130	1	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.3013	130	1	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30134	130	1	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30155	130	1	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30157	130	1	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3018	130	1	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.30205	130	2	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30207	130	2	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3023	130	2	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30234	130	2	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30255	130	2	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30261	130	2	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.3028	130	2	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30284	130	2	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30305	130	3	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30307	130	3	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3033	130	3	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.30355	130	3	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30357	130	3	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3038	130	3	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30384	130	3	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30405	130	4	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30411	130	4	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.3043	130	4	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30434	130	4	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30455	130	4	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30457	130	4	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3048	130	4	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.30505	130	5	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30507	130	5	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3053	130	5	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30534	130	5	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30555	130	5	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30561	130	5	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.3058	130	5	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30584	130	5	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30605	130	6	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30607	130	6	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3063	130	6	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.30655	130	6	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30657	130	6	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3068	130	6	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30684	130	6	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30705	130	7	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30711	130	7	0	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.3073	130	7	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30734	130	7	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30755	130	7	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30757	130	7	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3078	130	7	3	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.30805	130	8	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30807	130	8	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3083	130	8	1	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30834	130	8	1	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30855	130	8	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30861	130	8	2	3	3	1	1	0	6306	28	0	256.54 	0	0
DL	1.3088	130	8	3	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30884	130	8	3	3	2	1	1	0	4205	28	0	256.54 	0	0
DL	1.30905	130	9	0	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30907	130	9	0	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3093	130	9	1	1	2	1	1	0	4205	28	0	256.54	0	0
DL	1.30955	130	9	2	1	2	1	1	0	4205	28	0	256.54	0	0
UL	1.30957	130	9	2	3	1	1	1	0	2104	28	0	256.54 	0	0
DL	1.3098	130	9	3	1	2	1	1	0	4205	28	0	256.54	0	0
