0,0.0,I,7925,188.1308,56.78382,56.78382,
1,0.03333,B,7837,188.1308,56.78382,56.78382,
2,0.06667,B,7839,188.1308,56.78382,56.78382,
3,0.1,B,7837,188.1308,56.78382,56.78382,
4,0.13333,B,7838,188.1308,56.78382,56.78382,
5,0.16667,B,7837,188.1308,56.78382,56.78382,
6,0.2,B,7839,188.1308,56.78382,56.78382,
7,0.23333,B,7837,188.1308,56.78382,56.78382,
8,0.26667,B,7840,188.1308,56.78382,56.78382,
9,0.3,B,7837,188.1308,56.78382,56.78382,
10,0.33333,B,7839,188.1308,56.78382,56.78382,
11,0.36667,B,7837,188.1308,56.78382,56.78382,
12,0.4,B,7837,188.1308,56.78382,56.78382,
13,0.43333,B,7837,188.1308,56.78382,56.78382,
14,0.46667,B,7839,188.1308,56.78382,56.78382,
15,0.5,B,7837,188.1308,56.78382,56.78382,
16,0.53333,I,7866,188.1308,56.78382,56.78382,
17,0.56667,B,7837,188.1308,56.78382,56.78382,
18,0.6,B,7839,188.1308,56.78382,56.78382,
19,0.63333,B,7837,188.1308,56.78382,56.78382,
20,0.66667,B,7838,188.1308,56.78382,56.78382,
21,0.7,B,7837,188.1308,56.78382,56.78382,
22,0.73333,B,7839,188.1308,56.78382,56.78382,
23,0.76667,B,7837,188.1308,56.78382,56.78382,
24,0.8,B,7840,188.1308,56.78382,56.78382,
25,0.83333,B,7837,188.1308,56.78382,56.78382,
26,0.86667,B,7839,188.1308,56.78382,56.78382,
27,0.9,B,7837,188.1308,56.78382,56.78382,
28,0.93333,B,7837,188.1308,56.78382,56.78382,
29,0.96667,B,7837,188.1308,56.78382,56.78382,
30,1.0,B,7839,188.1308,56.78382,56.78382,
31,1.03333,B,7837,188.1308,56.78382,56.78382,
32,1.06667,I,7866,188.1308,56.78382,56.78382,
33,1.1,B,7837,188.1308,56.78382,56.78382,
34,1.13333,B,7839,188.1308,56.78382,56.78382,
35,1.16667,B,7837,188.1308,56.78382,56.78382,
36,1.2,B,7838,188.1308,56.78382,56.78382,
37,1.23333,B,7837,188.1308,56.78382,56.78382,
38,1.26667,B,7839,188.1308,56.78382,56.78382,
39,1.3,B,7837,188.1308,56.78382,56.78382,
40,1.33333,B,7840,188.1308,56.78382,56.78382,
41,1.36667,B,7837,188.1308,56.78382,56.78382,
42,1.4,B,7839,188.1308,56.78382,56.78382,
43,1.43333,B,7837,188.1308,56.78382,56.78382,
44,1.46667,B,7837,188.1308,56.78382,56.78382,
45,1.5,B,7837,188.1308,56.78382,56.78382,
46,1.53333,B,7839,188.1308,56.78382,56.78382,
47,1.56667,B,7837,188.1308,56.78382,56.78382,
48,1.6,I,7866,188.1308,56.78382,56.78382,
49,1.63333,B,7837,188.1308,56.78382,56.78382,
50,1.66667,B,7839,188.1308,56.78382,56.78382,
51,1.7,B,7837,188.1308,56.78382,56.78382,
52,1.73333,B,7838,188.1308,56.78382,56.78382,
53,1.76667,B,7837,188.1308,56.78382,56.78382,
54,1.8,B,7839,188.1308,56.78382,56.78382,
55,1.83333,B,7837,188.1308,56.78382,56.78382,
56,1.86667,B,7840,188.1308,56.78382,56.78382,
57,1.9,B,7837,188.1308,56.78382,56.78382,
58,1.93333,B,7839,188.1308,56.78382,56.78382,
59,1.96667,B,7837,188.1308,56.78382,56.78382,
60,2.0,B,7837,188.1308,56.78382,56.78382,
61,2.03333,B,7837,188.1308,56.78382,56.78382,
62,2.06667,B,7839,188.1308,56.78382,56.78382,
63,2.1,B,7837,188.1308,56.78382,56.78382,
64,2.13333,I,7866,188.1308,56.78382,56.78382,
65,2.16667,B,7837,188.1308,56.78382,56.78382,
66,2.2,B,7839,188.1308,56.78382,56.78382,
67,2.23333,B,7837,188.1308,56.78382,56.78382,
68,2.26667,B,7838,188.1308,56.78382,56.78382,
69,2.3,B,7837,188.1308,56.78382,56.78382,
70,2.33333,B,7839,188.1308,56.78382,56.78382,
71,2.36667,B,7837,188.1308,56.78382,56.78382,
72,2.4,B,7840,188.1308,56.78382,56.78382,
73,2.43333,B,7837,188.1308,56.78382,56.78382,
74,2.46667,B,7839,188.1308,56.78382,56.78382,
75,2.5,B,7837,188.1308,56.78382,56.78382,
76,2.53333,B,7837,188.1308,56.78382,56.78382,
77,2.56667,B,7837,188.1308,56.78382,56.78382,
78,2.6,B,7839,188.1308,56.78382,56.78382,
79,2.63333,B,7837,188.1308,56.78382,56.78382,
80,2.66667,I,7866,188.1308,56.78382,56.78382,
81,2.7,B,7837,188.1308,56.78382,56.78382,
82,2.73333,B,7839,188.1308,56.78382,56.78382,
83,2.76667,B,7837,188.1308,56.78382,56.78382,
84,2.8,B,7838,188.1308,56.78382,56.78382,
85,2.83333,B,7837,188.1308,56.78382,56.78382,
86,2.86667,B,7839,188.1308,56.78382,56.78382,
87,2.9,B,7837,188.1308,56.78382,56.78382,
88,2.93333,B,7840,188.1308,56.78382,56.78382,
89,2.96667,B,7840,95.17986,56.78382,56.78382,
90,3.0,B,7836,95.17986,56.78382,56.78382,
91,3.03333,B,7840,95.17986,56.78382,56.78382,
92,3.06667,B,7842,95.17986,56.78382,56.78382,
93,3.1,B,7840,88.19016,56.78382,56.78382,
94,3.13333,B,7840,68.57594,56.75751,56.37058,
95,3.16667,B,7856,56.75876,54.29212,54.9268,
96,3.2,I,8550,56.22591,53.5884,54.82076,
97,3.23333,B,7848,51.40379,51.05626,52.11046,
98,3.26667,B,7963,50.5366,50.19014,51.26556,
99,3.3,B,7839,50.53712,50.19014,51.26556,
